labnames,clusters
leu_a0467_Leu_WP_069322367.1_A3_not_in_mibig_surfactin_Leu_,88
leu_a0517_Leu_BAA02522.1_A3_not_in_mibig_surfactin_Leu_,88
leu_a0683_Leu_CAE02631.1_A3_BGC0000433_surfactin_Leu_,88
leu_a0557_Leu_CAE02630.1_A3_BGC0000433_surfactin_Leu_,88
leu_A1R12_RS01840_AMP_binding_NZ_CP014783__362868_364044_____,88
leu_a0050_Leu_AAU22002.1_A3_BGC0000381_lichenysin_Leu_,88
leu_UB51_RS07425_AMP_binding_NZ_CP010976__1678772_1679933_____,88
UNKNOWN_CSACC_RS18265_AMP_binding_NZ_CP016089__4142083_4142995______CL__,88
leu_CLBIJ_RS10350_AMP_binding_NZ_CP016090__2307008_2308169_____,88
UNKNOWN_WR47_RS02850_AMP_binding_NZ_CP011151__558463_559621_____,88
leu_a0619_Leu_AAC06346.1_A3_BGC0000310_bacitracin_Leu_,88
leu_BCERE0002_RS29325_AMP_binding_NZ_CM000715__5698738_5699779_____,88
leu_BRLA_RS11950_AMP_binding_NZ_CP007806__2727654_2728821_____,88
UNKNOWN_BRLA_RS11710_AMP_binding_NZ_CP007806__2645586_2646753_____,88
leu_AR543_RS14260_AMP_binding_NZ_CP013023__3343167_3344319_____,88
leu_BRLA_RS04665_AMP_binding_NZ_CP007806__965973_967143_____,88
leu_RUMAL_RS04485_AMP_binding_NC_014833__992943_993810_____,88
leu_H70737_RS26085_AMP_binding_NZ_CP009279__5980101_5981268_____,88
leu_BV133_RS08105_AMP_binding_NZ_AP014854.2_1834130_1835282_____,88
UNKNOWN_AXW78_RS16590_AMP_binding_NZ_CP014282__3315116_3316286_____,88
trp_PDUR_RS10845_AMP_binding_NZ_CP009288__2509036_2510230_____,88
UNKNOWN_EMIN_RS05090_AMP_binding_NC_010644__1083811_1084990_____,88
UNKNOWN_AAY81_RS04670_AMP_binding_NZ_CP011402__1126812_1127997_____,88
UNKNOWN_ACH52_RS10820_AMP_binding_NZ_CP011914__2366583_2367753_____,88
UNKNOWN_BZ13_RS09135_AMP_binding_NZ_CP010019__1924947_1926126_____,88
UNKNOWN_BPR_RS01360_AMP_binding_NC_014387__327220_328339_____,88
UNKNOWN_BPR_RS01360_AMP_binding_NC_014387__330187_331300_____,88
UNKNOWN_FNO01_RS04500_AMP_binding_NZ_CP012153.2_871960_873133_____,88
val_a0702_Val_CAD92849.1_A1_BGC0000367_gramicidin_Val_,88
UNKNOWN_BBR47_RS14670_AMP_binding_NC_012491__3023122_3024286_____,88
UNKNOWN_BZ168_RS11325_AMP_binding_NZ_CP019870__2537259_2538426______CW__,88
UNKNOWN_CIG75_RS10620_AMP_binding_NZ_CP022657__2538730_2539888_____,88
UNKNOWN_VIBNI_RS08950_AMP_binding_NC_022528__2017523_2018735_____,88
leu_a0460_Leu_AEC14346.1_A2_BGC0000377_koranimine_Leu_,88
leu_UP17_RS03490_AMP_binding_NZ_CP011008__746789_747968_____,88
UNKNOWN_SMUGS5_RS06060_AMP_binding_NC_018089__1269285_1270422______SMU__,88
leu_BCERE0023_RS27860_AMP_binding_NZ_CM000734__5428437_5429586_____,88
leu_AW22_RS14970_AMP_binding_NZ_CP009300__2618852_2620004_____,88
leu_AW22_RS14970_AMP_binding_NZ_CP009300__2621939_2623091_____,88
leu_KNP414_RS20295_AMP_binding_NC_015690__4791185_4792481_____,88
UNKNOWN_CYFUS_RS13555_AMP_binding_NZ_CP022098__3271760_3272936_____,88
UNKNOWN_MFUL124B02_RS11610_AMP_binding_NZ_CP006003__2839228_2840407_____,88
UNKNOWN_CACI_RS17035_AMP_binding_NC_013131__3787057_3788254_____,88
leu_b0078_Leu_AHB38511.1_A1_BGC0000345_eponemycin_Leu_,88
UNKNOWN_SBI_RS31650_AMP_binding_NC_016582__7763071_7764262_____,88
UNKNOWN_C6361_RS01780_AMP_binding_NZ_CP028158__462728_463913_____,88
UNKNOWN_BBK82_RS40045_AMP_binding_NZ_CP016793__8400711_8401896_____,88
UNKNOWN_SLNWT_RS23485_AMP_binding_NZ_CP010519__5956727_5957873_____,88
UNKNOWN_CDG81_RS13315_AMP_binding_NZ_CP022752__3062571_3063420_____,88
UNKNOWN_CK934_RS25675_AMP_binding_NZ_CP023254__6780198_6781407_____,88
val_BN1701_RS33675_AMP_binding_NZ_LN850107__7369729_7370905_____,88
UNKNOWN_A8713_RS16890_AMP_binding_NZ_CP015849__3904077_3905286_____,88
UNKNOWN_SGR_RS12795_AMP_binding_NC_010572__3069857_3071066_____,88
val_a0013_Val_AEC14349.1_A1_BGC0000377_koranimine_Val_,88
val_UP17_RS03510_AMP_binding_NZ_CP011008__763943_765125_____,88
val_A7J05_RS33975_AMP_binding_NZ_CP015588__7763946_7765149_____,88
val_APT63_RS09505_AMP_binding_NZ_CP013997__2193098_2194292_____,88
UNKNOWN_CFter6_RS02335_AMP_binding_NZ_CP013232__559949_561146_____,88
ile_XBJ1_RS08360_AMP_binding_NC_013892__1923076_1924291_____,88
ile_a0185_Ile_CDG17980.1_A5_BGC0000464_xenoamicins_Ile_,88
leu_a0179_Leu_CDG17981.1_A1_BGC0000464_xenoamicins_Leu_,88
UNKNOWN_LEN_RS18875_AMP_binding_NZ_AP014940__4709281_4710520_____,88
val_GLA29479_RS07515_AMP_binding_NZ_CP013141__1811919_1813146_____,88
val_CEK71_RS18350_AMP_binding_NZ_CP022129__4080689_4081907_____,88
UNKNOWN_H650_RS10380_AMP_binding_NC_021500__2219168_2220377_____,88
val_a0183_Val_CDG17980.1_A3_BGC0000464_xenoamicins_Val_,88
leu_a0187_Leu_CDG17980.1_A7_BGC0000464_xenoamicins_Leu_,88
leu_a0136_Leu_CDG17982.1_A4_BGC0000464_xenoamicins_Leu_,88
leu_a0180_Leu_CDG17981.1_A2_BGC0000464_xenoamicins_Leu_,88
val_A9255_RS03675_AMP_binding_NZ_CP016176__752378_753596_____,88
UNKNOWN_A7B19_RS39880_AMP_binding_NZ_CP015726__9367843_9369052_____,88
val_VB87_RS08045_AMP_binding_NC_013722__1820274_1821477_____,88
UNKNOWN_A3768_RS21735_AMP_binding_NZ_CP015851__1111349_1112546_____,88
val_a0289_Val_AFH75321.1_A3_BGC0000425_sessilin_NOTE,88
val_a0285_Val_AFH75320.1_A5_BGC0000425_sessilin_NOTE,88
leu_a0288_Leu_AFH75321.1_A2_BGC0000425_sessilin_Leu_,88
val_a0292_Val_AFH75321.1_A6_BGC0000425_sessilin_Val_,88
val_a0261_Val_CCJ67638.1_A2_BGC0000447_tolaasin_NOTE,88
val_a0258_Val_CCJ67637.1_A2_BGC0000447_tolaasin_NOTE,88
val_a0262_Val_CCJ67638.1_A3_BGC0000447_tolaasin_NOTE,88
val_a0265_Val_CCJ67639.1_A3_BGC0000447_tolaasin_NOTE,88
val_a0638_Val_AFZ61525.1_A2_BGC0000462_WLIP_Val_,88
val_a0011_Val_AAF99707.2_A4_BGC0000438_syringopeptin_Val_,88
val_a0064_Val_AAO72425.1_A1_BGC0000438_syringopeptin_Val_,88
val_a0005_Val_AAO72424.1_A3_BGC0000438_syringopeptin_Val_,88
val_a0004_Val_AAO72424.1_A2_BGC0000438_syringopeptin_Val_,88
val_a0010_Val_AAF99707.2_A3_BGC0000438_syringopeptin_Val_,88
val_b0240_Val_AFJ23825.1_A2_BGC0000462_WLIP_Val_,88
val_a0425_Val_AGM14933.1_A2_BGC0000463_xantholysin_Val_,88
val_a0429_Val_AGM14933.1_A6_BGC0000463_xantholysin_Val_,88
ile_BM43_RS33985_AMP_binding_NZ_CP009323__3812135_3813356_____,88
val_RBRH_RS08105_AMP_binding_NC_014722__1859200_1860409_____,88
val_a0147_Val_CBJ90082.1_A1_BGC0001132_xenotetrapeptide_Val_,88
val_PAU_RS07295_AMP_binding_NC_012962__1701689_1702895_____,88
val_a0150_Val_CBJ90082.1_A4_BGC0001132_xenotetrapeptide_Val_,88
val_a0149_Val_CBJ90082.1_A3_BGC0001132_xenotetrapeptide_Val_,88
val_C1O30_RS07285_AMP_binding_NZ_CP025799__1616792_1618022_____,88
UNKNOWN_BGLA_RS38905_AMP_binding_NC_015376__2501063_2501942_____,88
val_BGLA_RS27630_AMP_binding_NC_015376__2047823_2049020_____,88
UNKNOWN_BVV19_RS11065_AMP_binding_NZ_CP019089__2237862_2238987_____,88
UNKNOWN_BVV19_RS11080_AMP_binding_NZ_CP019089__2245099_2246296_____,88
val_BGLU_RS22270_AMP_binding_NC_012721.2_1109407_1110643_____,88
val_BSQ33_RS06925_AMP_binding_NZ_CP018835__1533101_1534277_____,88
val_BFP94_RS09860_AMP_binding_NZ_LT604072__2334015_2335209_____,88
val_AB188_RS16375_AMP_binding_NZ_CP011642__3097025_3098210_____,88
ile_BCCGELA001_RS36560_AMP_binding_NZ_CP013949__6767658_6768846_____,88
ile_A7B19_RS39870_AMP_binding_NZ_CP015726__9327761_9328667_____,88
ile_LEN_RS12890_AMP_binding_NZ_AP014940__3241154_3242351_____,88
val_a0355_Val_AHZ34233.1_A3_BGC0000323_cichofactins_Val_,88
phe_a0563_Phe_AF047828.1_A6_BGC0000437_syringomycin_Phe_,88
UNKNOWN_BKC06_RS13745_AMP_binding_NZ_CP026568__3018248_3019448______C6__,88
tyr_a0075_Tyr_AAO72425.1_A12_BGC0000438_syringopeptin_Tyr_,88
ile_a0643_Ile_AFZ61526.1_A3_BGC0000462_WLIP_Ile_,88
ser_b0455_Ser_AGE25480.1_A4_BGC0001208_poaeamide_Ser_,88
ile_b0492_Ile_ANQ43349.1_A4_BGC0001347_poaeamide_b_Ile_,88
ile_b0485_Ile_ANQ43348.1_A2_BGC0001347_poaeamide_b_Ile_,88
val_a0168_Val_AFH75330.1_A4_BGC0000398_orfamide_Val_,88
val_a0162_Val_AFH75329.1_A2_BGC0000398_orfamide_Val_,88
ile_b0481_Ile_AOA33123.1_A2_BGC0001346_bananamides_Ile_,88
ile_a0220_Ile_BAC67536.1_A3_BGC0000305_arthrofactin_Ile_,88
ile_a0221_Ile_BAC67536.1_A4_BGC0000305_arthrofactin_Ile_,88
ile_A8L59_RS11265_AMP_binding_NZ_CP015852__2582037_2583231_____,88
ile_b0245_Ile_AFJ23826.1_A3_BGC0000462_WLIP_Ile_,88
rare_aa_a0435_Ile|Val_AGM14934.1_A4_BGC0000463_xantholysin_Ile|Val_,88
ile_a0295_Ile_AFH75322.1_A3_BGC0000425_sessilin_Ile_,88
UNKNOWN_A7U58_RS25250_AMP_binding_NZ_CP016639__1747319_1748519______BO__,88
UNKNOWN_COCOR_RS17995_AMP_binding_NC_017030__4456154_4457363_____,88
UNKNOWN_TU94_RS03185_AMP_binding_NZ_CP010849__892957_894169_____,88
val_AMES_RS18580_AMP_binding_NC_018266__4020676_4021837_____,88
UNKNOWN_MFUL124B02_RS20160_AMP_binding_NZ_CP006003__5053418_5054633_____,88
UNKNOWN_VY86_RS05175_AMP_binding_NZ_CP011104__1316637_1317852_____,88
val_SOCE26_RS35110_AMP_binding_NZ_CP012673__9724392_9725607_____,88
UNKNOWN_A6J40_RS11505_AMP_binding_NZ_CP020412.2_2590571_2591792_____,88
leu_AXF36_RS10845_AMP_binding_NZ_CP014256__2435887_2437108_____,88
val_clem_RS04845_AMP_binding_NZ_CP016397__1125205_1126429_____,88
UNKNOWN_AOZ06_RS25885_AMP_binding_NZ_CP012752__5694627_5695797_____,88
UNKNOWN_COCOR_RS04470_AMP_binding_NC_017030__1051970_1053161_____,88
UNKNOWN_CMC5_RS21125_AMP_binding_NZ_CP012159__5770347_5771487_____,88
val_CMC5_RS21120_AMP_binding_NZ_CP012159__5766078_5767323_____,88
UNKNOWN_CMC5_RS35195_AMP_binding_NZ_CP012159__9732630_9733842_____,88
val_A176_RS20445_AMP_binding_NZ_CP012109__5313291_5314500_____,88
ile_CYFUS_RS33240_AMP_binding_NZ_CP022098__8262447_8263653_____,88
leu_BRLA_RS12850_AMP_binding_NZ_CP007806__3007815_3009021_____,88
ile_HDN1F_RS07775_AMP_binding_NC_014366__1891576_1892809_____,88
UNKNOWN_HDN1F_RS07775_AMP_binding_NC_014366__1896274_1897504_____,88
ile_Kalk_RS02120_AMP_binding_NZ_CP022684__499637_500861_____,88
UNKNOWN_TERTU_RS10320_AMP_binding_NC_012997__2538043_2539237______TERT__,88
ile_TERTU_RS10325_AMP_binding_NC_012997__2541509_2542706_____,88
ile_B1L02_RS18195_AMP_binding_NZ_CP021646__4021135_4022176_____,88
ile_LFA_RS14955_AMP_binding_NZ_LN614827__3576157_3577399_____,88
ile_b0020_Ile_ACM68684.1_A1_BGC0000298_aeruginosin_Ile_,88
ile_GLO7428_RS22465_AMP_binding_NC_019745__5101424_5102618_____,88
ile_CO712_RS19020_AMP_binding_NZ_CP023522__4134974_4136192_____,88
ile_AA314_RS19945_AMP_binding_NZ_CP011509__5022314_5023517_____,88
ile_DESAC_RS12245_AMP_binding_NC_015388__2735362_2736571_____,88
ile_a0754_Ile_CAC01606.1_A1_not_in_mibig_anabaenopeptilides_Ile_,88
ile_b0003_Ile_AAF15891.2_A1_BGC0001028_nostopeptolide_Ile_,88
ile_a0407_Ile_AEU11003.1_A3_BGC0001029_nostophycin_aIle|Ile_,88
ile_a0237_Ile_AAO23334.1_A1_BGC0000397_nostocyclopeptide_Ile_,88
ile_CA739_RS38695_AMP_binding_NZ_AP018195__561247_562471_____,88
val_CBW65_RS14495_AMP_binding_NZ_CP021434__3036365_3037568_____,88
val_CBW65_RS23420_AMP_binding_NZ_CP021434__5124983_5126177_____,88
val_SXIM_RS25100_AMP_binding_NZ_CP009922.2_5561986_5563216_____,88
ile_BRAD285_RS03905_AMP_binding_NZ_LT859959__867545_868727_____,88
ile_BRAD285_RS19660_AMP_binding_NZ_LT859959__4349019_4350219_____,88
ile_CLM72_RS21300_AMP_binding_NZ_CP023269__4652676_4653888_____,88
ile_BN1701_RS32100_AMP_binding_NZ_LN850107__7001464_7002634_____,88
UNKNOWN_B7P44_RS20810_AMP_binding_NZ_CP020738__704245_705442_____,88
UNKNOWN_BLU81_RS29115_AMP_binding_NZ_LT629758__6651219_6652431_____,88
val_Spa2297_RS32940_AMP_binding_NZ_CP015867__272012_273224_____,88
UNKNOWN_AQF52_RS19245_AMP_binding_NZ_CP013129__4323532_4324741_____,88
UNKNOWN_STRVI_RS43990_AMP_binding_NC_015951__73235_74426_____,88
UNKNOWN_B1K54_RS27660_AMP_binding_NZ_CP019798__6152137_6153337_____,88
val_B6264_RS04935_AMP_binding_NZ_CP020567__1138036_1139239_____,88
UNKNOWN_C5L38_RS19600_AMP_binding_NZ_CP027022__4292853_4294053_____,88
ile_AA314_RS21770_AMP_binding_NZ_CP011509__5484448_5485657_____,88
ile_SLAV_RS10250_AMP_binding_NZ_CP024985__2460111_2461308_____,88
ile_TMO_RS26830_AMP_binding_NC_017958__700470_701688_____,88
ile_COCOR_RS22270_AMP_binding_NC_017030__5646152_5647355_____,88
UNKNOWN_LILAB_RS24555_AMP_binding_NC_015711__5906689_5907901_____,88
val_Kalk_RS02120_AMP_binding_NZ_CP022684__504245_505478_____,88
ile_AT705_RS12005_AMP_binding_NZ_CP013611__2754416_2755616_____,88
ile_WM33_RS22525_AMP_binding_NZ_CP013467__2618459_2619509_____,88
ile_B1L02_RS23380_AMP_binding_NZ_CP021647__1099398_1100586_____,88
val_B1L02_RS23380_AMP_binding_NZ_CP021647__1105584_1106769_____,88
val_PT7_RS16405_AMP_binding_NC_015458__3538309_3539512_____,88
val_RPC_RS16915_AMP_binding_NC_007925__3738528_3739713_____,88
val_AV650_RS17470_AMP_binding_NZ_CP013913__3804202_3805399_____,88
UNKNOWN_XNC2_RS06700_AMP_binding_NZ_LN681227__1447158_1448358_____,88
ile_A7J05_RS01650_AMP_binding_NZ_CP015588__345836_347048_____,88
val_ACA40_RS08440_AMP_binding_NZ_CP013183__1896625_1897831_____,88
val_VIBNI_RS08940_AMP_binding_NC_022528__2003855_2005100_____,88
ile_AB895_RS17605_AMP_binding_NZ_CP021342__3600026_3601205_____,88
ile_OTER_RS24035_AMP_binding_NC_010571__2526732_2527659_____,88
val_CFP65_RS13305_AMP_binding_NZ_CP025394__3094147_3095317_____,88
val_BN1701_RS08110_AMP_binding_NZ_LN850107__1743431_1744586_____,88
val_CSPA_RS01895_AMP_binding_NC_020291__444704_445889_____,88
val_b0058_Val_ABD14712.1_A2_BGC0000320_cereulide_Val_,88
UNKNOWN_BA203_RS02970_AMP_binding_NZ_CP016315__587653_588841______FORC__,88
val_B2K_RS19795_AMP_binding_NC_017672.3_4676950_4678153_____,88
UNKNOWN_PDUR_RS15450_AMP_binding_NZ_CP009288__3643749_3644970_____,88
val_B2K_RS19790_AMP_binding_NC_017672.3_4664367_4665600_____,88
val_CIC07_RS13790_AMP_binding_NZ_CP022655__2956765_2958013_____,88
UNKNOWN_KNP414_RS20305_AMP_binding_NC_015690__4821533_4822814______B2K__,88
UNKNOWN_ASM07_RS01700_AMP_binding_NZ_CP014165__363737_364916_____,88
val_a0497_Val_BAH43766.1_A4_BGC0000452_tyrocidine_Val_,88
val_a0528_Val_BAA06146.1_A2_not_in_mibig_gramicidin_Val_,88
val_a0532_Val_CAA43838.1_A2_not_in_mibig_gramicidin_Val_,88
ile_a0797_Ile_CAA84364.1_A1_not_in_mibig_bacillus_vir_factor_Ile_,88
ile_A1D11_RS10145_AMP_binding_NZ_CP014840__2026443_2027631_____,88
ile_a0518_Ile_AAB00093.1_A1_BGC0001095_fengycin_Ile_,88
val_A1D11_RS10135_AMP_binding_NZ_CP014840__2010997_2012194_____,88
val_a0488_Val_CAB13715.1_A2_BGC0000407_plipastatin_Val_,88
rare_aa_a0632_Ala|Val_AAB80956.1_A2_BGC0001095_fengycin_Ala|Val_,88
val_B2K_RS18815_AMP_binding_NC_017672.3_4358386_4359577_____,88
val_a0661_Val_CAA06324.1_A1_not_in_mibig_lichenysin_Val_,88
val_A1D11_RS17790_AMP_binding_NZ_CP014840__3624683_3625871_____,88
val_a0465_Val_WP_069322367.1_A1_not_in_mibig_surfactin_Val_,88
val_a0681_Val_CAE02631.1_A1_BGC0000433_surfactin_Val_,88
leu_HCH_RS09210_AMP_binding_NC_007645__2071949_2073152_____,88
leu_SAVERM_RS16560_AMP_binding_NC_003155.5_3987377_3988598_____,88
val_X276_RS22440_AMP_binding_NZ_CP011966.2_5027939_5029118_____,88
val_B2K_RS20260_AMP_binding_NC_017672.3_4879559_4880750_____,88
val_BV133_RS08110_AMP_binding_NZ_AP014854.2_1840320_1841508_____,88
UNKNOWN_A4V08_RS33175_AMP_binding_NZ_CP015399.2_6638207_6639389_____,88
val_BRLA_RS11710_AMP_binding_NZ_CP007806__2651781_2652972_____,88
UNKNOWN_TERTU_RS08895_AMP_binding_NC_012997__2064314_2065520_____,88
val_UB51_RS01250_AMP_binding_NZ_CP010976__326285_327470_____,88
val_ATN06_RS09255_AMP_binding_NZ_CP013274__1741601_1742786_____,88
leu_CLOBY_RS04255_AMP_binding_NZ_CP016091__928633_929836_____,88
val_RSJ17_RS10605_AMP_binding_NZ_CP014176__2220504_2221692_____,88
val_CLOCEL_RS22020_AMP_binding_NC_014393__2977109_2978297_____,88
val_CIG75_RS10620_AMP_binding_NZ_CP022657__2535628_2536816_____,88
val_AOU00_RS00390_AMP_binding_NZ_CP015423__79930_81157_____,88
UNKNOWN_UB51_RS11075_AMP_binding_NZ_CP010976__2568957_2569128_____,88
ile_a0456_Ile_AHF21229.1_A2_BGC0000449_tridecaptin_Ile_,88
ala_a0457_Ala_AHF21229.1_A3_BGC0000449_tridecaptin_Ala_,88
ile_a0668_Ile_WP_044649525.1_A2_not_in_mibig_tridecaptin_Ile_,88
val_a0455_Val_AHF21229.1_A1_BGC0000449_tridecaptin_Val_,88
val_a0445_Val_AHF21228.1_A1_BGC0000449_tridecaptin_Val_,88
val_b0419_Val_ABQ96384.2_A2_BGC0001152_fusaricidin_Val_,88
val_ABE82_RS00415_AMP_binding_NZ_CP011512__92994_94182_____,88
val_AOU00_RS24715_AMP_binding_NZ_CP015423__5529915_5531109_____,88
val_CPIN_RS16855_AMP_binding_NC_013132__4180509_4181661_____,88
val_FLA_RS09400_AMP_binding_NZ_AP017422__2379453_2380647_____,88
val_A6E92_RS01365_AMP_binding_NZ_CP015362__315327_316515_____,88
val_AB895_RS17615_AMP_binding_NZ_CP021342__3608870_3610055_____,88
val_A6E92_RS01370_AMP_binding_NZ_CP015362__325483_326665_____,88
val_DDD_RS00785_AMP_binding_NC_020156__205070_206222_____,88
val_AY601_RS10965_AMP_binding_NZ_CP014504__2595252_2596410_____,88
val_CBM24_RS21725_AMP_binding_NZ_CP021381__5027879_5029073_____,88
val_AY601_RS10610_AMP_binding_NZ_CP014504__2478022_2479231_____,88
UNKNOWN_CK934_RS15050_AMP_binding_NZ_CP023254__3708650_3709856_____,88
val_CK934_RS23200_AMP_binding_NZ_CP023254__6154515_6155700_____,88
val_CK934_RS28680_AMP_binding_NZ_CP023254__7512756_7513977_____,88
UNKNOWN_CK934_RS00005_AMP_binding_NZ_CP023254__1340_2522_____,88
val_CEQ15_RS03505_AMP_binding_NZ_CP022058.2_781317_782502_____,88
val_CK934_RS17460_AMP_binding_NZ_CP023254__4416760_4417972_____,88
val_CK934_RS19760_AMP_binding_NZ_CP023254__5117023_5118229_____,88
val_AY601_RS14040_AMP_binding_NZ_CP014504__3431124_3432270_____,88
val_NIAKO_RS11535_AMP_binding_NC_016609__2857727_2858918_____,88
val_a0721_Val_ADL64235.1_A1_BGC0000308_aureusimine_Val_,88
UNKNOWN_A6J61_RS10980_AMP_binding_NZ_CP020406.2_2284249_2285428______BF__,88
val_CLO1100_RS02400_AMP_binding_NC_016791__547452_548625_____,88
val_CLO1100_RS02400_AMP_binding_NC_016791__550521_551691_____,88
ile_CLO1100_RS12715_AMP_binding_NC_016791__3003068_3004250_____,88
UNKNOWN_APQ13_RS01685_AMP_binding_NZ_CP013237__349945_351133______SMU___,88
ile_VTAP4600_RS18270_AMP_binding_NZ_LT960612__261291_262494_____,88
UNKNOWN_A6J61_RS02480_AMP_binding_NZ_CP020406.2_529654_530833______BFP6__,88
UNKNOWN_BFP67_RS03925_AMP_binding_NZ_CP017069.2_841694_842873______SLGD__,88
UNKNOWN_IX91_RS15745_AMP_binding_NZ_CP009355__125187_126363_____,88
val_IX91_RS15745_AMP_binding_NZ_CP009355__122103_123297_____,88
val_PAU_RS02255_AMP_binding_NC_012962__518493_519687_____,88
UNKNOWN_B1L02_RS17370_AMP_binding_NZ_CP021646__3783022_3784225______PP__,88
val_LHA_RS02350_AMP_binding_NZ_LN681225__499613_500861_____,88
val_CBUD_RS07745_AMP_binding_NC_009727__1550366_1551632_____,88
val_ARC58_RS25420_AMP_binding_NZ_LN890521__81133_82126_____,88
val_B4919_RS07375_AMP_binding_NZ_CP021490__1535670_1536933_____,88
val_FNO01_RS04485_AMP_binding_NZ_CP012153.2_851472_852729_____,88
val_BZ13_RS08380_AMP_binding_NZ_CP010019__1749244_1750516_____,88
val_FNO01_RS04490_AMP_binding_NZ_CP012153.2_863402_864575_____,88
val_a0401_Val_WP_010369428.1_A1_BGC0000314_bromoalterochromides_NOT_,88
UNKNOWN_B1L02_RS11460_AMP_binding_NZ_CP021646__2457512_2458739______PN__,88
val_D172_RS03270_AMP_binding_NZ_CP013138__764481_765729_____,88
val_CBUD_RS11970_AMP_binding_NC_009727__1914559_1915798_____,88
val_VIBNI_RS23255_AMP_binding_NC_022543__1015341_1016595_____,88
val_AN479_RS18330_AMP_binding_NZ_CP012639__3947389_3948619_____,88
UNKNOWN_VIBNI_RS23255_AMP_binding_NC_022543__1010799_1012065_____,88
val_B9T62_RS12930_AMP_binding_NZ_CP021780__2985621_2986824_____,88
val_A9255_RS03830_AMP_binding_NZ_CP016176__794379_795597_____,88
val_LFA_RS06260_AMP_binding_NZ_LN614827__1534710_1535910_____,88
val_AKO65_RS02230_AMP_binding_NZ_CP012329__437382_438585_____,88
UNKNOWN_AKO65_RS02235_AMP_binding_NZ_CP012329__447796_448993______BW16__,88
leu_BRLA_RS11945_AMP_binding_NZ_CP007806__2723082_2724276_____,88
ile_HPL003_RS05880_AMP_binding_NC_016641__1281649_1282849_____,88
ile_a0225_Ile_AAY29580.1_A1_not_in_mibig_bt_peptide_Ile_,88
val_BRLA_RS04655_AMP_binding_NZ_CP007806__941355_942546_____,88
val_a0226_Val_AAY29580.1_A2_not_in_mibig_bt_peptide_Val_,88
val_a0227_Val_AAY29580.1_A3_not_in_mibig_bt_peptide_Val_,88
ile_C1X05_RS09705_AMP_binding_NZ_CP025943__1943514_1944708_____,88
val_BPMYX0001_RS29720_AMP_binding_NZ_CM000745__5035340_5036210_____,88
ile_BSL056_RS13630_AMP_binding_NZ_CP018197__2624356_2625562_____,88
ile_BAB75_RS13750_AMP_binding_NZ_CP016189__2813970_2815137_____,88
ile_CK934_RS20910_AMP_binding_NZ_CP023254__5524850_5526041_____,88
UNKNOWN_B2K_RS36625_AMP_binding_NC_017672.3_5489120_5490320_____,88
leu_b0425_Leu_AEZ51516.1_A2_BGC0001153_polymyxin_Leu_,88
leu_AOU00_RS09195_AMP_binding_NZ_CP015423__2057041_2058235_____,88
ile_a0313_Ile_AGM16414.1_A3_BGC0000400_paenibacterin_Ile_,88
ile_a0309_Ile_AGM16413.1_A4_BGC0000400_paenibacterin_Ile_,88
UNKNOWN_BS614_RS25265_AMP_binding_NZ_CP018620__5767605_5768811_____,88
UNKNOWN_AXW78_RS31285_AMP_binding_NZ_CP014289__14936_16154______WR47_R__,88
UNKNOWN_LS41612_RS16920_AMP_binding_NZ_CP019980__3390457_3391669_____,88
leu_a0520_Leu_CAA06323.1_A2_BGC0000381_lichenysin_Leu_,88
leu_a0049_Leu_AAU22002.1_A2_BGC0000381_lichenysin_Leu_,88
leu_a0556_Leu_CAE02630.1_A2_BGC0000433_surfactin_Leu_,88
leu_a0516_Leu_BAA02522.1_A2_not_in_mibig_surfactin_Leu_,88
leu_A1D11_RS17795_AMP_binding_NZ_CP014840__3632337_3633540_____,88
ile_a0766_Ile_AAD04759.1_A1_BGC0000381_lichenysin_Ile_,88
leu_a0510_Leu_CAA49818.1_A1_not_in_mibig_surfactin_Leu_,88
ile_A1D11_RS17785_AMP_binding_NZ_CP014840__3613883_3615086_____,88
ile_a0617_Ile_AAC06346.1_A1_BGC0000310_bacitracin_Ile_,88
ile_a0621_Ile_AAC06346.1_A5_BGC0000310_bacitracin_Ile_,88
ile_a0505_Ile_AAC06348.1_A1_BGC0000310_bacitracin_Ile_,88
ile_LS41612_RS16115_AMP_binding_NZ_CP019980__3222707_3223904_____,88
ile_b0520_Ile_RAT94091.1_A1_BGC0001469_marthiapeptide_a_Ile_,88
ile_C0638_RS03010_AMP_binding_NZ_CP025696__644402_645629_____,88
ile_UB51_RS11760_AMP_binding_NZ_CP010976__2713964_2715185_____,88
ile_BRLA_RS12435_AMP_binding_NZ_CP007806__2847586_2848783_____,88
ile_BRLA_RS11940_AMP_binding_NZ_CP007806__2709073_2710273_____,88
ile_CDLVIII_RS03840_AMP_binding_NZ_CM001240__811138_812338_____,88
ile_DBW_RS03620_AMP_binding_NZ_CP015080__802881_804105_____,88
ile_CK934_RS00005_AMP_binding_NZ_CP023254__10793_12002_____,88
ile_CK934_RS00010_AMP_binding_NZ_CP023254__17945_19163_____,88
ile_AW22_RS14975_AMP_binding_NZ_CP009300__2632633_2633821_____,88
ile_BCERE0023_RS27860_AMP_binding_NZ_CM000734__5422278_5423481_____,88
ile_AOU00_RS00395_AMP_binding_NZ_CP015423__88741_89935_____,88
ile_B2K_RS20260_AMP_binding_NC_017672.3_4876421_4877615_____,88
val_B005_RS09260_AMP_binding_NC_018524__2137330_2138527_____,88
