label,taxonomic_class,color
IX91_RS15745_AMP_binding_NZ_CP009355__125187_126363_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
IX91_RS15745_AMP_binding_NZ_CP009355__122103_123297_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PAU_RS02255_AMP_binding_NC_012962__518493_519687_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1L02_RS17370_AMP_binding_NZ_CP021646__3783022_3784225______PP__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LHA_RS02350_AMP_binding_NZ_LN681225__499613_500861_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBUD_RS07745_AMP_binding_NC_009727__1550366_1551632_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ARC58_RS25420_AMP_binding_NZ_LN890521__81133_82126_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B4919_RS07375_AMP_binding_NZ_CP021490__1535670_1536933_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
FNO01_RS04485_AMP_binding_NZ_CP012153.2_851472_852729_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BZ13_RS08380_AMP_binding_NZ_CP010019__1749244_1750516_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
FNO01_RS04490_AMP_binding_NZ_CP012153.2_863402_864575_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0401_Val_WP_010369428.1_A1_BGC0000314_bromoalterochromides_NOT_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1L02_RS11460_AMP_binding_NZ_CP021646__2457512_2458739______PN__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
D172_RS03270_AMP_binding_NZ_CP013138__764481_765729_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBUD_RS11970_AMP_binding_NC_009727__1914559_1915798_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
VIBNI_RS23255_AMP_binding_NC_022543__1015341_1016595_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AN479_RS18330_AMP_binding_NZ_CP012639__3947389_3948619_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
VIBNI_RS23255_AMP_binding_NC_022543__1010799_1012065_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B9T62_RS12930_AMP_binding_NZ_CP021780__2985621_2986824_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A9255_RS03830_AMP_binding_NZ_CP016176__794379_795597_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LFA_RS06260_AMP_binding_NZ_LN614827__1534710_1535910_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AKO65_RS02230_AMP_binding_NZ_CP012329__437382_438585_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AKO65_RS02235_AMP_binding_NZ_CP012329__447796_448993______BW16__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BRLA_RS11945_AMP_binding_NZ_CP007806__2723082_2724276_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
HPL003_RS05880_AMP_binding_NC_016641__1281649_1282849_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0225_Ile_AAY29580.1_A1_not_in_mibig_bt_peptide_Ile_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BRLA_RS04655_AMP_binding_NZ_CP007806__941355_942546_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0226_Val_AAY29580.1_A2_not_in_mibig_bt_peptide_Val_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0227_Val_AAY29580.1_A3_not_in_mibig_bt_peptide_Val_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C1X05_RS09705_AMP_binding_NZ_CP025943__1943514_1944708_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BPMYX0001_RS29720_AMP_binding_NZ_CM000745__5035340_5036210_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BSL056_RS13630_AMP_binding_NZ_CP018197__2624356_2625562_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BAB75_RS13750_AMP_binding_NZ_CP016189__2813970_2815137_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CK934_RS20910_AMP_binding_NZ_CP023254__5524850_5526041_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B2K_RS36625_AMP_binding_NC_017672.3_5489120_5490320_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0425_Leu_AEZ51516.1_A2_BGC0001153_polymyxin_Leu_,Bacilli,#4DAF4A
AOU00_RS09195_AMP_binding_NZ_CP015423__2057041_2058235_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0313_Ile_AGM16414.1_A3_BGC0000400_paenibacterin_Ile_,Bacilli,#4DAF4A
a0309_Ile_AGM16413.1_A4_BGC0000400_paenibacterin_Ile_,Bacilli,#4DAF4A
BS614_RS25265_AMP_binding_NZ_CP018620__5767605_5768811_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AXW78_RS31285_AMP_binding_NZ_CP014289__14936_16154______WR47_R__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
LS41612_RS16920_AMP_binding_NZ_CP019980__3390457_3391669_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0520_Leu_CAA06323.1_A2_BGC0000381_lichenysin_Leu_,Bacilli,#4DAF4A
a0049_Leu_AAU22002.1_A2_BGC0000381_lichenysin_Leu_,Bacilli,#4DAF4A
a0556_Leu_CAE02630.1_A2_BGC0000433_surfactin_Leu_,Bacilli,#4DAF4A
a0516_Leu_BAA02522.1_A2_not_in_mibig_surfactin_Leu_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A1D11_RS17795_AMP_binding_NZ_CP014840__3632337_3633540_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0766_Ile_AAD04759.1_A1_BGC0000381_lichenysin_Ile_,Bacilli,#4DAF4A
a0510_Leu_CAA49818.1_A1_not_in_mibig_surfactin_Leu_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A1D11_RS17785_AMP_binding_NZ_CP014840__3613883_3615086_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0617_Ile_AAC06346.1_A1_BGC0000310_bacitracin_Ile_,Bacilli,#4DAF4A
a0621_Ile_AAC06346.1_A5_BGC0000310_bacitracin_Ile_,Bacilli,#4DAF4A
a0505_Ile_AAC06348.1_A1_BGC0000310_bacitracin_Ile_,Bacilli,#4DAF4A
LS41612_RS16115_AMP_binding_NZ_CP019980__3222707_3223904_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0520_Ile_RAT94091.1_A1_BGC0001469_marthiapeptide_a_Ile_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C0638_RS03010_AMP_binding_NZ_CP025696__644402_645629_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
UB51_RS11760_AMP_binding_NZ_CP010976__2713964_2715185_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BRLA_RS12435_AMP_binding_NZ_CP007806__2847586_2848783_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BRLA_RS11940_AMP_binding_NZ_CP007806__2709073_2710273_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CDLVIII_RS03840_AMP_binding_NZ_CM001240__811138_812338_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DBW_RS03620_AMP_binding_NZ_CP015080__802881_804105_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CK934_RS00005_AMP_binding_NZ_CP023254__10793_12002_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CK934_RS00010_AMP_binding_NZ_CP023254__17945_19163_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AW22_RS14975_AMP_binding_NZ_CP009300__2632633_2633821_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BCERE0023_RS27860_AMP_binding_NZ_CM000734__5422278_5423481_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AOU00_RS00395_AMP_binding_NZ_CP015423__88741_89935_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B2K_RS20260_AMP_binding_NC_017672.3_4876421_4877615_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B005_RS09260_AMP_binding_NC_018524__2137330_2138527_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CIG75_RS02805_AMP_binding_NZ_CP022657__621403_622600_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
Z042_RS24575_AMP_binding_NZ_CP007044.2_3145595_3146789_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BAB75_RS13745_AMP_binding_NZ_CP016189__2809579_2810722_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CK934_RS20850_AMP_binding_NZ_CP023254__5470045_5471233_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CK934_RS23205_AMP_binding_NZ_CP023254__6157658_6158849_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AR543_RS14260_AMP_binding_NZ_CP013023__3340038_3341250_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PSTEL_RS05870_AMP_binding_NZ_CP009286__1292167_1293388_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
VIBNI_RS08945_AMP_binding_NC_022528__2006403_2007597_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CS549_RS00040_AMP_binding_NZ_CP024596__28262_29498______CS549___,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A9G17_RS12580_AMP_binding_NZ_CM004509__2853947_2855192_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A9G17_RS12580_AMP_binding_NZ_CM004509__2857181_2858426_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
COCOR_RS21025_AMP_binding_NC_017030__5254141_5255350_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MFUL124B02_RS22460_AMP_binding_NZ_CP006003__5693202_5694408_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0318_Val_YP_631961.1_A5_BGC0000393_myxoprincomide_Val_,Deltaproteobacteria,#F781BF
LILAB_RS37560_AMP_binding_NC_015711__6516247_6517453_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A176_RS15195_AMP_binding_NZ_CP012109__3971403_3972612_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1K54_RS03250_AMP_binding_NZ_CP019798__697491_698667_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BRAD285_RS19655_AMP_binding_NZ_LT859959__4345708_4346890_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CXB49_RS14080_AMP_binding_NZ_CP025429__3148081_3149281_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MFUL124B02_RS22460_AMP_binding_NZ_CP006003__5674743_5675943_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0315_Leu_YP_631961.1_A2_BGC0000393_myxoprincomide_Leu_,Deltaproteobacteria,#F781BF
LILAB_RS36665_AMP_binding_NC_015711__6506706_6507903_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MYSTI_RS20515_AMP_binding_NC_020126__5306441_5307638_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CGZ69_RS04730_AMP_binding_NZ_CP022438__1019153_1020350_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN1701_RS08335_AMP_binding_NZ_LN850107__1832240_1833431_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AVI_RS23385_AMP_binding_NC_011991__112672_113875_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CMC5_RS17895_AMP_binding_NZ_CP012159__4821229_4822429_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SCE1572_RS30805_AMP_binding_NC_021658__8462732_8463872_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CMC5_RS26355_AMP_binding_NZ_CP012159__7247841_7249047_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
EBAPG3_RS03365_AMP_binding_NZ_CP021106.3_741621_742818_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
HDN1F_RS07775_AMP_binding_NC_014366__1886989_1888204_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP36_RS16190_AMP_binding_NZ_CP017708__4313265_4314477_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A4G23_RS27215_AMP_binding_NZ_CP017316__6502966_6503851_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MSIL_RS06405_AMP_binding_NC_011666__1340991_1342197_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ACZ75_RS04080_AMP_binding_NZ_CP012201__1001700_1002894_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BRAD285_RS13220_AMP_binding_NZ_LT859959__2936999_2938199_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1H29_RS00485_AMP_binding_NZ_CP019724__145476_146628______B1H2__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CA727_RS20145_AMP_binding_NZ_AP018307__4963593_4964790_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP34_RS13495_AMP_binding_NZ_CP017599__3615017_3616214_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CIG75_RS02590_AMP_binding_NZ_CP022657__528886_530092_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0386_Val_AIW82282.1_A1_BGC0001125_puwainaphycins_Val_,Cyanobacteria,#1E90FF
CA734_RS15415_AMP_binding_NZ_AP018178__3835925_3837134_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
COO91_RS40655_AMP_binding_NZ_CP024789__105593_106799_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BJP34_RS16125_AMP_binding_NZ_CP017599__4345199_4346555_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GKIL_RS08825_AMP_binding_NC_022600__1878022_1879225_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A616_RS28670_AMP_binding_NZ_CP023474__5826109_5827312_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
STAUR_RS23870_AMP_binding_NC_014623__5954218_5955415_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CY96_RS27590_AMP_binding_NZ_CP007513__126095_127307_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
THII_RS13800_AMP_binding_NZ_AP014633__3352679_3353897_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0302_Val_AGM16412.1_A2_BGC0000400_paenibacterin_Val_,Bacilli,#4DAF4A
a0306_Val_AGM16413.1_A1_BGC0000400_paenibacterin_Val_,Bacilli,#4DAF4A
a0311_Val_AGM16414.1_A1_BGC0000400_paenibacterin_Val_,Bacilli,#4DAF4A
AW02_RS19690_AMP_binding_NZ_CP007165__213021_214218______BVH55__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0055_Val_CAD92850.1_A4_not_in_mibig_gramicidin_Val_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0417_Val_CAD92851.1_A2_not_in_mibig_gramicidin_Val_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0416_Val_CAD92851.1_A1_not_in_mibig_gramicidin_Val_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS18670_AMP_binding_NZ_CP021434__3880365_3881559_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
TERTU_RS21350_AMP_binding_NC_012997__2432297_2433488_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS18040_AMP_binding_NZ_CP021434__3707039_3708245_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AA314_RS21770_AMP_binding_NZ_CP011509__5502298_5503498_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
COCOR_RS21030_AMP_binding_NC_017030__5285794_5286997_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS22950_AMP_binding_NZ_CP021434__4958858_4960052_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS18885_AMP_binding_NZ_CP021434__3967047_3968253_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS18625_AMP_binding_NZ_CP021434__3867097_3868303_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS19615_AMP_binding_NZ_CP021434__4225073_4226270_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS18620_AMP_binding_NZ_CP021434__3854100_3855303_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS18885_AMP_binding_NZ_CP021434__3976578_3977784_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CIG75_RS03350_AMP_binding_NZ_CP022657__765043_766234_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBW65_RS03745_AMP_binding_NZ_CP021434__816407_817598_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
STAUR_RS23875_AMP_binding_NC_014623__5957535_5958732_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
COCOR_RS22270_AMP_binding_NC_017030__5643017_5644223_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MSIL_RS04410_AMP_binding_NC_011666__942622_943822_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CYR75_RS08275_AMP_binding_NZ_CP025583__1693879_1695067_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0391_Val_CCM44337.1_A2_BGC0001056_zeamine_Val_,Gammaproteobacteria,#A65628
A9255_RS01615_AMP_binding_NZ_CP016176__320056_321277_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SARE_RS14420_AMP_binding_NC_009953__3342138_3343353_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN6_RS24835_AMP_binding_NC_019673__5736563_5737727_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SDEN_RS06125_AMP_binding_NC_007954__1362561_1363731______SDEN___,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ADJ52_RS07645_AMP_binding_NZ_CP012066__1660781_1661963______A6__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BGL_RS32895_AMP_binding_NZ_CP002581__100715_101921_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CRH09_RS11875_AMP_binding_NZ_CP023778__2657732_2658923_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AX767_RS06650_AMP_binding_NZ_CP014517__1315793_1316990_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BKN51_RS26860_AMP_binding_NZ_CP017780__6115480_6116383_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MARSALSMR5_RS09725_AMP_binding_NZ_CP020931__2149480_2150680_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
SINAC_RS03490_AMP_binding_NC_019892__888960_890169_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BH695_RS21785_AMP_binding_NZ_CP020771__4374596_4375844_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CBR65_RS03465_AMP_binding_NZ_CP021382__822747_823956_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
YQ44_RS19360_AMP_binding_NZ_CP011319__4483704_4484907_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0023_Val_ACZ55943.1_A1_BGC0000302_anabaenopeptin_Val_,Cyanobacteria,#1E90FF
A19Y_RS17270_AMP_binding_NZ_CM002803__3919531_3920737_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MMWYL1_RS13160_AMP_binding_NC_009654__2890521_2891754_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B6E78_RS04160_AMP_binding_NZ_CP020466__864747_865974_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BGLA_RS35435_AMP_binding_NC_015382__224332_225556_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BFS30_RS17185_AMP_binding_NZ_CP017141__4136827_4138012_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
TERTU_RS10335_AMP_binding_NC_012997__2560866_2562075_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AT705_RS23450_AMP_binding_NZ_CP013612__1024812_1026042_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PNC201_RS00740_AMP_binding_NZ_CP022522__181007_182216_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
PNC201_RS03705_AMP_binding_NZ_CP022522__873507_874719_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AT705_RS23465_AMP_binding_NZ_CP013612__1040685_1041903_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0398_Val_ACG60778.1_A1_BGC0001058_zorbamycin_Val_,Actinobacteria,#E41A1C
BC350_RS19275_AMP_binding_NZ_CP016915__304482_305691_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A8H32_RS05565_AMP_binding_NZ_CP020391__1266355_1267549_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0250_Ala_AFR69334.1_A1_BGC0001045_spiruchostatin_NOTE,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AQ610_RS19280_AMP_binding_NZ_CP013381__236920_238129_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ATN79_RS09190_AMP_binding_NZ_CP013347__2072958_2074161_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
RPAL_RS18615_AMP_binding_NC_011004__4037346_4038543_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BN1701_RS10570_AMP_binding_NZ_LN850107__2361711_2362887_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
CU254_RS16090_AMP_binding_NZ_CP024894__3417065_3418250_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
b0506_Val_ARU08075.1_A1_BGC0001448_malacidin_Val_,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
C1701_RS17250_AMP_binding_NZ_CP025990__4048889_4050101_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B590_RS01730_AMP_binding_NZ_CM002273__435875_437093______B591___,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
GA0074704_RS07910_AMP_binding_NZ_LT607751__1702643_1703843_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
TL08_RS16165_AMP_binding_NZ_CP014859__3866247_3867450_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
B1K54_RS27550_AMP_binding_NZ_CP019798__6096862_6098071_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AMES_RS20460_AMP_binding_NC_018266__4460981_4462163_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
DELCS14_RS10590_AMP_binding_NC_015563__2402305_2403505_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
ACZ75_RS05630_AMP_binding_NZ_CP012201__1510432_1511641_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BM43_RS33980_AMP_binding_NZ_CP009323__3786897_3788103_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0744_Val_CAD70194.1_A1_BGC0001047_syringolin_a_Val_,Gammaproteobacteria,#A65628
C6H33_RS18660_AMP_binding_NZ_LT962481__4195832_4197020______PS__,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0786_Ile|Val_EJK79842.1_A1_BGC0000436_syringolin_a_Ile|Val_,Alphaproteobacteria,#FF7F00
A176_RS26080_AMP_binding_NZ_CP012109__6694330_6695527_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MFUL124B02_RS44085_AMP_binding_NZ_CP006003__3692022_3693213_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MYSTI_RS40725_AMP_binding_NC_020126__3408239_3409433_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
COCOR_RS10255_AMP_binding_NC_017030__2461610_2462807_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MFUL124B02_RS27520_AMP_binding_NZ_CP006003__7116590_7117790_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
MEBOL_RS37430_AMP_binding_NZ_CP022163__9043009_9044206_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
AA314_RS40145_AMP_binding_NZ_CP011509__10256567_10257770_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A176_RS11400_AMP_binding_NZ_CP012109__2805336_2806548_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
a0316_gOH-Val_YP_631961.1_A3_BGC0000393_myxoprincomide_gOH-Val_,Deltaproteobacteria,#F781BF
LILAB_RS36490_AMP_binding_NC_015711__6293978_6295178_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A6E92_RS01955_AMP_binding_NZ_CP015362__465356_466550_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
A7J05_RS17030_AMP_binding_NZ_CP015588__3997227_3998502_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
BGLU_RS22715_AMP_binding_NC_012721.2_1257342_1258551_____,Unknown_taxonomy_or_antiSMASHdb_v2_entry,#BFBFBF
